Review #,Brand,Style,Country,Stars
1217,Grille,Physics,Fourth,3.5
1216,Noyce lounge,History,Third,1
1215,Noyce Science Center room,Physics,First,4.75
1214,Burling Library,Political Science,Second,5
1213,JRC room,Computer Science,Fourth,0.5
1212,Noyce Science Center room,Political Science,Second,3.5
1211,Mac Field,Biology,First,3
1210,HSSC room,Sociology,Fourth,4
1209,HSSC lounge,Economics,Third,3.25
1208,Noyce lounge,Business,Second,3.5
1207,Courtyard,Psychology,Fourth,5
1206,Mac Field,English,Third,1
1205,Grille,Philosophy,First,3.5
1204,Noyce Science Center room,Mathematics,Second,3.5
1203,JRC room,Biology,Fourth,3.5
1202,HSSC room,Computer Science,Second,3.25
1201,HSSC lounge,Psychology,First,4.25
1200,Noyce Science Center room,Biology,Fourth,3.75
1199,JRC room,Economics,Third,3.75
1198,Mac Field,Political Science,Second,5
1197,Mac Field,History,Fourth,4.5
1196,HSSC room,English,Third,3.5
1195,Mac Field,Philosophy,First,2.5
1194,Grille,Mathematics,Second,4
1193,JRC room,Physics,Fourth,3.75
1192,Noyce Science Center room,Computer Science,Second,3.75
1191,Mac Field,Chemistry,First,4
1190,Noyce lounge,Economics,Fourth,3.75
1189,HSSC room,Business,Third,5
1188,HSSC lounge,English,Second,3
1187,HSSC room,Philosophy,Fourth,3.5
1186,Mac Field,Mathematics,Third,3.75
1185,HSSC lounge,Physics,First,3.25
1184,Mac Field,Computer Science,Second,3.5
1183,Mac Field,Chemistry,Fourth,5
1182,Noyce lounge,Economics,Second,3.75
1181,Mac Field,Business,First,4
1180,Noyce lounge,Psychology,Fourth,3.75
1179,Mac Field,Biology,Third,4.25
1178,Burling Library,Sociology,Second,5
1177,JRC room,Economics,Fourth,4
1176,Grille,Business,Third,3.5
1175,Noyce lounge,Psychology,First,4.25
1174,HSSC room,English,Second,4
1173,HSSC lounge,Philosophy,Fourth,3.5
1172,HSSC room,Mathematics,Second,2.75
1171,Courtyard,Biology,First,3
1170,Mac Field,Computer Science,Fourth,3.75
1169,HSSC lounge,Psychology,Third,1.75
1168,JRC room,Biology,Second,3.25
1167,Courtyard,Economics,Fourth,3.75
1166,Courtyard,Political Science,Third,5
1165,Mac Field,History,First,3.75
1164,Grille,English,Second,2
1163,Grille,Philosophy,Fourth,3.25
1162,Noyce lounge,Mathematics,Second,4.75
1161,Noyce Science Center room,Physics,First,3.75
1160,Burling Library,Computer Science,Fourth,3.75
1159,JRC room,Chemistry,Third,5
1158,Noyce Science Center room,Economics,Second,4
1157,Mac Field,Business,Fourth,4.25
1156,HSSC room,English,Third,3.75
1155,HSSC lounge,Philosophy,First,5
1154,Noyce lounge,Mathematics,Second,3.5
1153,Courtyard,Physics,Fourth,4
1152,Mac Field,Computer Science,Second,4
1151,Grille,Chemistry,First,3.75
1150,Noyce Science Center room,Economics,Fourth,3.5
1149,JRC room,Business,Third,3.5
1148,HSSC room,Psychology,Second,3.5
1147,HSSC lounge,Biology,Fourth,3.5
1146,Noyce Science Center room,Sociology,Third,3.5
1145,JRC room,Economics,First,3.75
1144,Mac Field,Business,Second,3.5
1143,Mac Field,Psychology,Fourth,4.25
1142,HSSC room,English,Second,4
1141,Mac Field,Philosophy,First,3.25
1140,Grille,Mathematics,Fourth,5
1139,JRC room,Biology,Third,3.75
1138,Noyce Science Center room,Computer Science,Second,4.75
1137,Mac Field,Psychology,Fourth,3.75
1136,Noyce lounge,Biology,Third,5
1135,HSSC room,Economics,First,4.25
1134,HSSC lounge,Political Science,Second,4
1133,HSSC room,History,Fourth,3.75
1132,Mac Field,English,Second,1.5
1131,HSSC lounge,Philosophy,First,3.75
1130,Mac Field,Mathematics,Fourth,3.5
1129,Mac Field,Physics,Third,3.5
1128,Noyce lounge,Computer Science,Second,3.25
1127,Mac Field,Chemistry,Fourth,2.75
1126,Noyce lounge,Economics,Third,4
1125,Mac Field,Biology,First,5
1124,Burling Library,History,Second,4.25
1123,JRC room,Physics,Fourth,4.25
1122,Grille,Computer Science,Second,4.25
1121,Noyce lounge,Chemistry,First,3.75
1120,HSSC room,Physics,Fourth,4.75
1119,HSSC lounge,History,Third,3.75
1118,HSSC room,Physics,Second,2.75
1117,Courtyard,Political Science,Fourth,4.25
1116,Mac Field,Computer Science,Third,5
1115,HSSC lounge,Political Science,First,3.75
1114,JRC room,Biology,Second,4
1113,Courtyard,Sociology,Fourth,3.5
1112,Courtyard,Economics,Second,3.75
1111,Mac Field,Business,First,3.25
1110,Grille,Psychology,Fourth,4.5
1109,Grille,English,Third,4.25
1108,Noyce lounge,Philosophy,Second,3.5
1107,Noyce Science Center room,Mathematics,Fourth,3.5
1106,Burling Library,Biology,Third,4.5
1105,JRC room,Computer Science,First,5
1104,Noyce Science Center room,Psychology,Second,3.5
1103,Mac Field,Biology,Fourth,5
1102,HSSC room,Economics,Second,3
1101,HSSC lounge,Political Science,First,4.25
1100,Noyce lounge,History,Fourth,3.75
1099,Courtyard,English,Third,3.25
1098,Mac Field,Philosophy,Second,3.75
1097,Grille,Mathematics,Fourth,3.75
1096,Noyce Science Center room,Physics,Third,3.5
1095,JRC room,Computer Science,First,3.25
1094,HSSC room,Chemistry,Second,4.25
1093,HSSC lounge,Economics,Fourth,4.5
1092,Noyce Science Center room,Business,Second,5
1091,JRC room,English,First,4
1090,Mac Field,Philosophy,Fourth,3.25
1089,Mac Field,Mathematics,Third,4.25
1088,HSSC room,Physics,Second,3.75
1087,Mac Field,Computer Science,Fourth,5
1086,Grille,Chemistry,Third,3
1085,JRC room,Economics,First,3.5
1084,Noyce Science Center room,Business,Second,1.5
1083,Mac Field,Psychology,Fourth,4.75
1082,Noyce lounge,Biology,Second,4.5
1081,HSSC room,Sociology,First,3.25
1080,HSSC lounge,Economics,Fourth,3.5
1079,HSSC room,Business,Third,5
1078,Mac Field,Psychology,Second,3.75
1077,HSSC lounge,English,Fourth,5
1076,Mac Field,Philosophy,Third,3.75
1075,Mac Field,Mathematics,First,5
1074,Noyce lounge,Biology,Second,4.25
1073,Mac Field,Computer Science,Fourth,3.75
1072,Noyce lounge,Psychology,Second,4
1071,Mac Field,Biology,First,4
1070,Burling Library,Economics,Fourth,4
1069,JRC room,Political Science,Third,5
1068,Grille,History,Second,3.75
1067,Noyce lounge,English,Fourth,3.75
1066,HSSC room,Philosophy,Third,3.5
1065,HSSC lounge,Mathematics,First,4.25
1064,HSSC room,Physics,Second,4
1063,Courtyard,Computer Science,Fourth,3.75
1062,Mac Field,Chemistry,Second,3.75
1061,HSSC lounge,Economics,First,4
1060,JRC room,Business,Fourth,3.75
1059,Courtyard,English,Third,3.25
1058,Courtyard,Philosophy,Second,4
1057,Mac Field,Mathematics,Fourth,3.5
1056,Grille,Physics,Third,5
1055,Grille,Computer Science,First,5
1054,Noyce lounge,Chemistry,Second,3.75
1053,Noyce Science Center room,Economics,Fourth,4
1052,Burling Library,Business,Second,4.25
1051,JRC room,Psychology,First,3.75
1050,Noyce Science Center room,Biology,Fourth,3
1049,Mac Field,Sociology,Third,2
1048,HSSC room,Economics,Second,3.5
1047,HSSC lounge,Business,Fourth,4
1046,Noyce lounge,Psychology,Third,4
1045,Courtyard,English,First,3.5
1044,Mac Field,Philosophy,Second,3.25
1043,Grille,Mathematics,Fourth,3
1042,Noyce Science Center room,Biology,Second,5
1041,JRC room,Computer Science,First,4
1040,HSSC room,Psychology,Fourth,1
1039,HSSC lounge,Biology,Third,4.25
1038,Noyce Science Center room,Economics,Second,4.25
1037,JRC room,Political Science,Fourth,4
1036,Mac Field,History,Third,3.5
1035,Mac Field,English,First,3.5
1034,HSSC room,Philosophy,Second,2.25
1033,Mac Field,Mathematics,Fourth,3.75
1032,Grille,Physics,Second,4
1031,JRC room,Computer Science,First,4
1030,Noyce Science Center room,Chemistry,Fourth,3.75
1029,Mac Field,Economics,Third,5
1028,Noyce lounge,Biology,Second,4
1027,HSSC room,History,Fourth,4
1026,HSSC lounge,Physics,Third,3.75
1025,HSSC room,Computer Science,First,3.75
1024,Mac Field,Chemistry,Second,3.5
1023,HSSC lounge,Physics,Fourth,4.5
1022,Mac Field,History,Second,5
1021,Mac Field,Physics,First,4.25
1020,Noyce lounge,Political Science,Fourth,4.75
1019,Mac Field,Computer Science,Third,4
1018,Noyce lounge,Political Science,Second,4.25
1017,Mac Field,Biology,Fourth,3.75
1016,Burling Library,Sociology,Third,3.5
1015,JRC room,Economics,First,2.75
1014,Grille,Business,Second,4.25
1013,Noyce lounge,Psychology,Fourth,3.5
1012,HSSC room,English,Second,3.5
1011,HSSC lounge,Philosophy,First,4
1010,HSSC room,Mathematics,Fourth,3.75
1009,Courtyard,Biology,Third,2
1008,Mac Field,Computer Science,Second,3.5
1007,HSSC lounge,Psychology,Fourth,4.5
1006,JRC room,Biology,Third,4
1005,Courtyard,Economics,First,2.75
1004,Courtyard,Political Science,Second,3
1003,Mac Field,History,Fourth,4.5
1002,Grille,English,Second,2
1001,Grille,Philosophy,First,3.5
1000,Noyce lounge,Mathematics,Fourth,4.25
999,Noyce Science Center room,Physics,Third,1.5
998,Burling Library,Computer Science,Second,4.5
997,JRC room,Chemistry,Fourth,4.25
996,Noyce Science Center room,Economics,Third,4
995,Mac Field,Business,First,3
994,HSSC room,English,Second,3.25
993,HSSC lounge,Philosophy,Fourth,3.5
992,Noyce lounge,Mathematics,Second,5
991,Courtyard,Physics,First,5
990,Mac Field,Computer Science,Fourth,2.75
989,Grille,Chemistry,Third,4
988,Noyce Science Center room,Economics,Second,3.25
987,JRC room,Business,Fourth,2.75
986,HSSC room,Psychology,Third,4
985,HSSC lounge,Biology,First,1
984,Noyce Science Center room,Sociology,Second,5
983,JRC room,Economics,Fourth,3.75
982,Mac Field,Business,Second,5
981,Mac Field,Psychology,First,4
980,HSSC room,English,Fourth,4
979,Mac Field,Philosophy,Third,4
978,Grille,Mathematics,Second,5
977,JRC room,Biology,Fourth,4.5
976,Noyce Science Center room,Computer Science,Third,4
975,Mac Field,Psychology,First,4.5
974,Noyce lounge,Biology,Second,2.25
973,HSSC room,Economics,Fourth,4
972,HSSC lounge,Political Science,Second,3
971,HSSC room,History,First,4.25
970,Mac Field,English,Fourth,2
969,HSSC lounge,Philosophy,Third,4
968,Mac Field,Mathematics,Second,3
967,Mac Field,Physics,Fourth,4.5
966,Noyce lounge,Computer Science,Third,4
965,Mac Field,Chemistry,First,3.75
964,Noyce lounge,Economics,Second,5
963,Burling Library,Business,Fourth,3.25
962,JRC room,English,Second,4.25
961,Grille,Philosophy,First,2.75
960,Noyce lounge,Mathematics,Fourth,3.25
959,HSSC room,Physics,Third,3.25
958,HSSC lounge,Computer Science,Second,4.25
957,HSSC room,Chemistry,Fourth,4.25
956,Courtyard,Economics,Third,5
955,Mac Field,Business,First,4
954,HSSC lounge,Psychology,Second,3.25
953,JRC room,Biology,Fourth,4.75
952,Courtyard,Sociology,Second,3.5
951,Courtyard,Economics,First,4
950,Mac Field,Business,Fourth,3.75
949,Grille,Psychology,Third,3.5
948,Grille,English,Second,3.5
947,Noyce lounge,Philosophy,Fourth,4
946,Noyce Science Center room,Mathematics,Third,1.75
945,Burling Library,Biology,First,2.75
944,JRC room,Computer Science,Second,3
943,Noyce Science Center room,Psychology,Fourth,3.25
942,Mac Field,Biology,Second,3.25
941,HSSC room,Economics,First,3.75
940,HSSC lounge,Political Science,Fourth,3.5
939,Noyce lounge,History,Third,3.75
938,Courtyard,English,Second,3.75
937,Mac Field,Philosophy,Fourth,3.75
936,Grille,Mathematics,Third,5
935,Noyce Science Center room,Physics,First,3.5
934,JRC room,Computer Science,Second,5
933,HSSC room,Chemistry,Fourth,4.5
932,HSSC lounge,Economics,Second,5
931,Noyce Science Center room,Biology,First,3.75
930,JRC room,History,Fourth,3.5
929,Mac Field,Physics,Third,3.75
928,Mac Field,Computer Science,Second,4
927,HSSC room,Chemistry,Fourth,4.75
926,Mac Field,Physics,Third,2.75
925,Grille,History,First,3.75
924,JRC room,Physics,Second,3.75
923,Noyce Science Center room,Political Science,Fourth,3.5
922,Mac Field,Computer Science,Second,1.25
921,Noyce lounge,Political Science,First,3.5
920,HSSC room,Biology,Fourth,3
919,HSSC lounge,Sociology,Third,3.5
918,HSSC room,Economics,Second,4.5
917,Mac Field,Business,Fourth,3.25
916,HSSC lounge,Psychology,Third,4.25
915,Mac Field,English,First,3.5
914,Mac Field,Philosophy,Second,4
913,Noyce lounge,Mathematics,Fourth,4.25
912,Mac Field,Biology,Second,3.75
911,Noyce lounge,Computer Science,First,3.75
910,Mac Field,Psychology,Fourth,4.25
909,Burling Library,Biology,Third,4.25
908,JRC room,Economics,Second,3.5
907,Grille,Political Science,Fourth,4
906,Noyce lounge,History,Third,5
905,HSSC room,English,First,3.25
904,HSSC lounge,Philosophy,Second,4.75
903,HSSC room,Mathematics,Fourth,3.5
902,Courtyard,Physics,Second,3.25
901,Mac Field,Computer Science,First,3.5
900,HSSC lounge,Chemistry,Fourth,3.5
899,JRC room,Economics,Third,4.25
898,Courtyard,Business,Second,1.5
897,Courtyard,English,Fourth,4
896,Mac Field,Philosophy,Third,3.5
895,Grille,Mathematics,First,5
894,Grille,Physics,Second,3
893,Noyce lounge,Computer Science,Fourth,3.25
892,Noyce Science Center room,Chemistry,Second,4.5
891,Burling Library,Economics,First,2.75
890,JRC room,Business,Fourth,3.5
889,Noyce Science Center room,Psychology,Third,4
888,Mac Field,Biology,Second,4.25
887,HSSC room,Sociology,Fourth,4
886,HSSC lounge,Economics,Third,4.75
885,Noyce lounge,Business,Fourth,5
884,Courtyard,Psychology,Third,4
883,Mac Field,English,Second,4.5
882,Grille,Philosophy,Fourth,5
881,Noyce Science Center room,Mathematics,Third,3.25
880,JRC room,Biology,First,2.75
879,HSSC room,Computer Science,Second,5
878,HSSC lounge,Psychology,Fourth,3.75
877,Noyce Science Center room,Biology,Second,4.25
876,JRC room,Economics,First,3.25
875,Mac Field,Political Science,Fourth,2.5
874,Mac Field,History,Third,3.5
873,HSSC room,English,Second,3.5
872,Mac Field,Philosophy,Fourth,5
871,Grille,Mathematics,Third,4
870,JRC room,Physics,First,3.75
869,Noyce Science Center room,Computer Science,Second,3.25
868,Mac Field,Chemistry,Fourth,3.75
867,Noyce lounge,Economics,Second,4
866,HSSC room,Business,First,4
865,HSSC lounge,English,Fourth,3
864,HSSC room,Philosophy,Third,3.5
863,Mac Field,Mathematics,Second,5
862,HSSC lounge,Physics,Fourth,4.25
861,Mac Field,Computer Science,Third,3.25
860,Mac Field,Chemistry,First,2.75
859,Noyce lounge,Economics,Second,3.75
858,Mac Field,Business,Fourth,4.5
857,Noyce lounge,Psychology,Second,4.25
856,Mac Field,Biology,First,4.75
855,Burling Library,Sociology,Fourth,4.25
854,JRC room,Economics,Third,3.5
853,Grille,Business,Second,4.5
852,Noyce lounge,Psychology,Fourth,4
851,HSSC room,English,Third,3.5
850,HSSC lounge,Philosophy,First,4
849,HSSC room,Mathematics,Second,3.5
848,Courtyard,Biology,Fourth,3.5
847,Mac Field,Computer Science,Second,3.25
846,HSSC lounge,Psychology,First,3.75
845,JRC room,Biology,Fourth,4.25
844,Courtyard,Economics,Third,4
843,Courtyard,Political Science,Second,3.5
842,Mac Field,History,Fourth,3.75
841,Grille,English,Third,4
840,Grille,Philosophy,First,3.75
839,Noyce lounge,Mathematics,Second,2
838,Noyce Science Center room,Physics,Fourth,4
837,Burling Library,Computer Science,Second,4.5
836,JRC room,Chemistry,First,3.5
835,Noyce Science Center room,Economics,Fourth,2.5
834,Mac Field,Biology,Third,3.75
833,HSSC room,History,Second,3.5
832,HSSC lounge,Physics,Fourth,3.75
831,Noyce lounge,Computer Science,Third,3.25
830,Courtyard,Chemistry,First,4.5
829,Mac Field,Physics,Second,4.75
828,Grille,History,Fourth,3.5
827,Noyce Science Center room,Physics,Second,4.75
826,JRC room,Political Science,First,5
825,HSSC room,Computer Science,Fourth,3.25
824,HSSC lounge,Political Science,Third,5
823,Noyce Science Center room,Biology,Second,5
822,JRC room,Sociology,Fourth,3.5
821,Mac Field,Economics,Third,5
820,Mac Field,Business,First,3.75
819,HSSC room,Psychology,Second,4
818,Mac Field,English,Fourth,4
817,Grille,Philosophy,Second,3.75
816,JRC room,Mathematics,First,3.75
815,Noyce Science Center room,Biology,Fourth,3.25
814,Mac Field,Computer Science,Third,3.5
813,Noyce lounge,Psychology,Second,2
812,HSSC room,Biology,Fourth,3.75
811,HSSC lounge,Economics,Third,1.75
810,HSSC room,Political Science,First,4.25
809,Mac Field,History,Second,4
808,HSSC lounge,English,Fourth,3.5
807,Mac Field,Philosophy,Second,4
806,Mac Field,Mathematics,First,3.5
805,Noyce lounge,Physics,Fourth,1.25
804,Mac Field,Computer Science,Third,1.75
803,Noyce lounge,Chemistry,Second,4
802,Mac Field,Economics,Fourth,4.5
801,Burling Library,Business,Third,3.75
800,JRC room,English,First,3
799,Grille,Philosophy,Second,4.25
798,Noyce lounge,Mathematics,Fourth,3
797,HSSC room,Physics,Second,3.75
796,HSSC lounge,Computer Science,First,3
795,HSSC room,Chemistry,Fourth,2.75
794,Courtyard,Economics,Third,4.75
793,Mac Field,Business,Second,1.75
792,HSSC lounge,Psychology,Fourth,4.5
791,JRC room,Biology,Third,1
790,Courtyard,Sociology,First,1.5
789,Courtyard,Economics,Second,4
788,Mac Field,Business,Fourth,4.75
787,Grille,Psychology,Second,5
786,Grille,English,First,3
785,Noyce lounge,Philosophy,Fourth,3.5
784,Noyce Science Center room,Mathematics,Third,3.25
783,Burling Library,Biology,Second,3
782,JRC room,Computer Science,Fourth,3.25
781,Noyce Science Center room,Psychology,Third,3
780,Mac Field,Biology,First,3.5
779,HSSC room,Economics,Second,3.75
778,HSSC lounge,Political Science,Fourth,2.5
777,Noyce lounge,History,Second,2.75
776,Courtyard,English,First,3.75
775,Mac Field,Philosophy,Fourth,3
774,Grille,Mathematics,Third,2.25
773,Noyce Science Center room,Physics,Second,3.5
772,JRC room,Computer Science,Fourth,3.5
771,HSSC room,Chemistry,Third,4
770,HSSC lounge,Economics,First,3.5
769,Noyce Science Center room,Business,Second,3.25
768,JRC room,English,Fourth,0.25
767,Mac Field,Philosophy,Second,1.75
766,Mac Field,Mathematics,First,3.75
765,HSSC room,Physics,Fourth,4.5
764,Mac Field,Computer Science,Third,3.5
763,Grille,Chemistry,Second,3.25
762,JRC room,Economics,Fourth,1.5
761,Noyce Science Center room,Business,Third,3.5
760,Mac Field,Psychology,First,3.25
759,Noyce lounge,Biology,Second,3.75
758,HSSC room,Sociology,Fourth,3.25
757,HSSC lounge,Economics,Second,4.25
756,HSSC room,Business,First,3.75
755,Mac Field,Psychology,Fourth,4.25
754,HSSC lounge,English,Third,3.75
753,Mac Field,Philosophy,Second,4.25
752,Mac Field,Mathematics,Fourth,3.5
751,Noyce lounge,Biology,Third,5
750,Mac Field,Computer Science,First,3.75
749,Noyce lounge,Psychology,Second,5
748,Mac Field,Biology,Fourth,3.75
747,Burling Library,Economics,Second,3.5
746,JRC room,Political Science,First,1.25
745,Grille,History,Fourth,5
744,Noyce lounge,English,Third,3.25
743,HSSC room,Philosophy,Second,3.75
742,HSSC lounge,Mathematics,Fourth,3.25
741,HSSC room,Physics,Third,2.75
740,Courtyard,Computer Science,First,5
739,Mac Field,Chemistry,Second,3.5
738,HSSC lounge,Economics,Fourth,3.75
737,JRC room,Biology,Second,2.5
736,Courtyard,History,First,3.25
735,Courtyard,Physics,Fourth,2.75
734,Mac Field,Computer Science,Third,5
733,Grille,Chemistry,Second,4.5
732,Grille,Physics,Fourth,4.25
731,Noyce lounge,History,Third,3.25
730,Noyce Science Center room,Physics,First,5
729,Burling Library,Political Science,Second,5
728,JRC room,Computer Science,Fourth,5
727,Noyce Science Center room,Political Science,Second,4
726,Mac Field,Biology,First,4
725,HSSC room,Sociology,Fourth,5
724,HSSC lounge,Economics,Third,3.5
723,Noyce lounge,Business,Second,5
722,Courtyard,Psychology,Fourth,3.5
721,Mac Field,English,Third,4
720,Grille,Philosophy,First,3.75
719,Noyce Science Center room,Mathematics,Second,3.25
718,JRC room,Biology,Fourth,3.75
717,HSSC room,Computer Science,Second,3.25
716,HSSC lounge,Psychology,First,3.75
715,Noyce Science Center room,Biology,Fourth,5
714,JRC room,Economics,Third,3.75
713,Mac Field,Political Science,Second,4
712,Mac Field,History,Fourth,3.25
711,HSSC room,English,Third,4.25
710,Mac Field,Philosophy,First,2.75
709,Grille,Mathematics,Second,3.25
708,JRC room,Physics,Fourth,2.75
707,Noyce Science Center room,Computer Science,Second,3.25
706,Mac Field,Chemistry,First,4.25
705,Noyce lounge,Economics,Fourth,3.5
704,HSSC room,Business,Third,4
703,HSSC lounge,English,Second,3.5
702,HSSC room,Philosophy,Fourth,4.5
701,Mac Field,Mathematics,Third,4
700,HSSC lounge,Physics,First,5
699,Mac Field,Computer Science,Second,3.5
698,Mac Field,Chemistry,Fourth,4
697,Noyce lounge,Economics,Second,3.25
696,Mac Field,Business,First,3.5
695,Noyce lounge,Psychology,Fourth,4.5
694,Mac Field,Biology,Third,3.5
693,Burling Library,Sociology,Second,2.25
692,JRC room,Economics,Fourth,3.75
691,Grille,Business,Third,2
690,Noyce lounge,Psychology,First,3.75
689,HSSC room,English,Second,2.5
688,HSSC lounge,Philosophy,Fourth,3.75
687,HSSC room,Mathematics,Second,3.75
686,Courtyard,Biology,First,4.5
685,Mac Field,Computer Science,Fourth,2.75
684,HSSC lounge,Psychology,Third,3.75
683,JRC room,Biology,Second,4.75
682,Courtyard,Economics,Fourth,4.25
681,Courtyard,Political Science,Third,3.75
680,Mac Field,History,First,2.75
679,Grille,English,Second,3.25
678,Grille,Philosophy,Fourth,4
677,Noyce lounge,Mathematics,Second,4.5
676,Noyce Science Center room,Physics,First,4.75
675,Burling Library,Computer Science,Fourth,4.75
674,JRC room,Chemistry,Third,5
673,Noyce Science Center room,Economics,Second,3.25
672,Mac Field,Business,Fourth,3
671,HSSC room,English,Third,3
670,HSSC lounge,Philosophy,First,3.5
669,Noyce lounge,Mathematics,Second,4
668,Courtyard,Physics,Fourth,2
667,Mac Field,Computer Science,Second,3
666,Grille,Chemistry,First,1.5
665,Noyce Science Center room,Economics,Fourth,3.25
664,JRC room,Business,Third,2.75
663,HSSC room,Psychology,Second,4
662,HSSC lounge,Biology,Fourth,4.25
661,Noyce Science Center room,Sociology,Third,4.25
660,JRC room,Economics,First,3.75
659,Mac Field,Business,Second,3
658,Mac Field,Psychology,Fourth,3.5
657,HSSC room,English,Second,3.75
656,Mac Field,Philosophy,First,3.75
655,Grille,Mathematics,Fourth,3
654,JRC room,Biology,Third,3.25
653,Noyce Science Center room,Computer Science,Second,4
652,Mac Field,Psychology,Fourth,5
651,Noyce lounge,Biology,Third,4
650,HSSC room,Economics,First,4
649,HSSC lounge,Political Science,Second,3.75
648,HSSC room,History,Fourth,3.75
647,Mac Field,English,Second,3.5
646,HSSC lounge,Philosophy,First,4.25
645,Mac Field,Mathematics,Fourth,3.75
644,Mac Field,Physics,Third,3.75
643,Noyce lounge,Computer Science,Second,3.25
642,Mac Field,Chemistry,Fourth,2.75
641,Noyce lounge,Economics,Third,3
640,Mac Field,Biology,First,4.25
639,Burling Library,History,Second,5
638,JRC room,Physics,Fourth,3
637,Grille,Computer Science,Second,2.5
636,Noyce lounge,Chemistry,First,4.75
635,HSSC room,Physics,Fourth,1.1
634,HSSC lounge,History,Third,0.5
633,HSSC room,Physics,Second,3.5
632,Courtyard,Political Science,Fourth,2.75
631,Mac Field,Computer Science,Third,1.25
630,HSSC lounge,Political Science,First,1.25
629,JRC room,Biology,Second,4.25
628,Courtyard,Sociology,Fourth,3.5
627,Courtyard,Economics,Second,3.75
626,Mac Field,Business,First,3.5
625,Grille,Psychology,Fourth,4
624,Grille,English,Third,3.75
623,Noyce lounge,Philosophy,Second,3.25
622,Noyce Science Center room,Mathematics,Fourth,4.75
621,Burling Library,Biology,Third,3.5
620,JRC room,Computer Science,First,1.25
619,Noyce Science Center room,Psychology,Second,4.75
618,Mac Field,Biology,Fourth,2.75
617,HSSC room,Economics,Second,3.75
616,HSSC lounge,Political Science,First,2
615,Noyce lounge,History,Fourth,4.5
614,Courtyard,English,Third,2.5
613,Mac Field,Philosophy,Second,3
612,Grille,Mathematics,Fourth,1.75
611,Noyce Science Center room,Physics,Third,2
610,JRC room,Computer Science,First,3.25
609,HSSC room,Chemistry,Second,3.75
608,HSSC lounge,Economics,Fourth,5
607,Noyce Science Center room,Business,Second,1.5
606,JRC room,English,First,4
605,Mac Field,Philosophy,Fourth,3.5
604,Mac Field,Mathematics,Third,2
603,HSSC room,Physics,Second,3.75
602,Mac Field,Computer Science,Fourth,3.5
601,Grille,Chemistry,Third,4
600,JRC room,Economics,First,3.25
599,Noyce Science Center room,Business,Second,4
598,Mac Field,Psychology,Fourth,3.25
597,Noyce lounge,Biology,Second,3.5
596,HSSC room,Sociology,First,1.5
595,HSSC lounge,Economics,Fourth,3.75
594,HSSC room,Business,Third,3.5
593,Mac Field,Psychology,Second,4
592,HSSC lounge,English,Fourth,3.25
591,Mac Field,Philosophy,Third,2.5
590,Mac Field,Mathematics,First,3.5
589,Noyce lounge,Biology,Second,4.25
588,Mac Field,Computer Science,Fourth,2.75
587,Noyce lounge,Psychology,Second,2.1
586,Mac Field,Biology,First,3.25
585,Burling Library,Economics,Fourth,1.5
584,JRC room,Political Science,Third,0
583,Grille,History,Second,2.25
582,Noyce lounge,English,Fourth,2.5
581,HSSC room,Philosophy,Third,2.75
580,HSSC lounge,Mathematics,First,0
579,HSSC room,Physics,Second,1.75
578,Courtyard,Computer Science,Fourth,4.75
577,Mac Field,Chemistry,Second,3
576,HSSC lounge,Economics,First,3.75
575,JRC room,Business,Fourth,3.5
574,Courtyard,English,Third,3.75
573,Courtyard,Philosophy,Second,2
572,Mac Field,Mathematics,Fourth,3
571,Grille,Physics,Third,3.25
570,Grille,Computer Science,First,2.5
569,Noyce lounge,Chemistry,Second,3
568,Noyce Science Center room,Economics,Fourth,4
567,Burling Library,Business,Second,3.5
566,JRC room,Psychology,First,5
565,Noyce Science Center room,Biology,Fourth,4
564,Mac Field,Sociology,Third,3.75
563,HSSC room,Economics,Second,3.25
562,HSSC lounge,Business,Fourth,4.25
561,Noyce lounge,Psychology,Third,3.25
560,Courtyard,English,First,4
559,Mac Field,Philosophy,Second,3
558,Grille,Mathematics,Fourth,1.5
557,Noyce Science Center room,Biology,Second,3.75
556,JRC room,Computer Science,First,4.75
555,HSSC room,Psychology,Fourth,2.75
554,HSSC lounge,Biology,Third,3.5
553,Noyce Science Center room,Economics,Second,2.75
552,JRC room,Political Science,Fourth,3
551,Mac Field,History,Third,3.25
550,Mac Field,English,First,4.25
549,HSSC room,Philosophy,Second,4
548,Mac Field,Mathematics,Fourth,3.75
547,Grille,Physics,Second,5
546,JRC room,Computer Science,First,3.5
545,Noyce Science Center room,Chemistry,Fourth,3.5
544,Mac Field,Economics,Third,3.5
543,Noyce lounge,Biology,Second,4.75
542,HSSC room,History,Fourth,3
541,HSSC lounge,Physics,Third,3.5
540,HSSC room,Computer Science,First,3.25
539,Mac Field,Chemistry,Second,3
538,HSSC lounge,Physics,Fourth,0.5
537,Mac Field,History,Second,2
536,Mac Field,Physics,First,4.25
535,Noyce lounge,Political Science,Fourth,0.9
534,Mac Field,Computer Science,Third,3.1
533,Noyce lounge,Political Science,Second,4.75
532,Mac Field,Biology,Fourth,4.25
531,Burling Library,Sociology,Third,3.25
530,JRC room,Economics,First,3.5
529,Grille,Business,Second,2
528,Noyce lounge,Psychology,Fourth,3.75
527,HSSC room,English,Second,2.75
526,HSSC lounge,Philosophy,First,1.5
525,HSSC room,Mathematics,Fourth,3.75
524,Courtyard,Biology,Third,3.75
523,Mac Field,Computer Science,Second,4.5
